people_id,activity_id,date,activity_category,char_1,char_2,char_3,char_4,char_5,char_6,char_7,char_8,char_9,char_10,outcome
ppl_370270,act2_2426021,2022-10-23,type 3,,,,,,,,,,type 23,0
ppl_136706,act2_4653907,2023-03-26,type 2,,,,,,,,,,type 1,1
ppl_72361,act2_2920980,2023-03-28,type 4,,,,,,,,,,type 478,1
ppl_212709,act2_4331126,2022-11-04,type 5,,,,,,,,,,type 895,1
ppl_222514,act2_2533496,2023-05-12,type 3,,,,,,,,,,type 2,1
ppl_370270,act2_3202068,2022-10-24,type 3,,,,,,,,,,type 23,0
ppl_206863,act2_1978714,2023-03-05,type 2,,,,,,,,,,type 1,1
ppl_368787,act2_323024,2022-11-05,type 5,,,,,,,,,,type 450,0
ppl_370270,act2_702125,2022-10-24,type 3,,,,,,,,,,type 23,0
ppl_24601,act2_447941,2023-02-23,type 2,,,,,,,,,,type 1,1
ppl_173558,act1_390108,2023-07-05,type 1,type 5,type 2,type 2,type 2,type 5,type 3,type 2,type 8,type 12,,0
ppl_294918,act2_889851,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_283019,act2_3475459,2023-08-23,type 2,,,,,,,,,,type 1,1
ppl_99285,act2_2190094,2023-07-14,type 3,,,,,,,,,,type 2,1
ppl_380270,act2_1802855,2023-03-30,type 3,,,,,,,,,,type 2,0
ppl_294918,act2_2456267,2022-10-20,type 3,,,,,,,,,,type 23,0
ppl_295589,act2_2805238,2022-10-28,type 2,,,,,,,,,,type 1,0
ppl_267061,act2_1179751,2023-03-02,type 2,,,,,,,,,,type 1,1
ppl_324348,act2_447425,2022-09-16,type 5,,,,,,,,,,type 489,0
ppl_191742,act2_4304026,2023-05-05,type 2,,,,,,,,,,type 1,1
ppl_170093,act2_2577763,2022-09-07,type 4,,,,,,,,,,type 534,1
ppl_11456,act2_777405,2023-08-25,type 2,,,,,,,,,,type 1,1
ppl_310013,act2_3252707,2022-09-23,type 2,,,,,,,,,,type 1,0
ppl_201525,act2_1127987,2023-02-24,type 2,,,,,,,,,,type 1,0
ppl_190871,act2_4030883,2022-10-20,type 5,,,,,,,,,,type 431,1
ppl_115066,act2_298285,2022-11-08,type 2,,,,,,,,,,type 1,1
ppl_184340,act2_4003987,2023-04-12,type 2,,,,,,,,,,type 1,1
ppl_217955,act2_3981385,2023-01-10,type 2,,,,,,,,,,type 1,0
ppl_235512,act2_1074247,2022-11-04,type 5,,,,,,,,,,type 649,1
ppl_139601,act2_4731816,2022-08-05,type 2,,,,,,,,,,type 1,1
ppl_198389,act2_1431437,2023-01-15,type 2,,,,,,,,,,type 1,0
ppl_127775,act2_2724523,2023-01-18,type 2,,,,,,,,,,type 1,0
ppl_209698,act2_3528161,2022-11-26,type 5,,,,,,,,,,type 452,1
ppl_184849,act2_4239288,2022-10-01,type 2,,,,,,,,,,type 1,1
ppl_102941,act2_2963277,2022-09-20,type 2,,,,,,,,,,type 1,1
ppl_294918,act2_2314284,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_329760,act2_4801841,2022-11-11,type 5,,,,,,,,,,type 291,0
ppl_188956,act2_2310902,2023-01-18,type 2,,,,,,,,,,type 1,1
ppl_306073,act2_245633,2023-02-10,type 4,,,,,,,,,,type 297,1
ppl_285789,act2_2245410,2023-04-28,type 2,,,,,,,,,,type 1,1
ppl_157468,act2_4496836,2023-07-22,type 3,,,,,,,,,,type 2,1
ppl_101271,act2_1001856,2022-12-01,type 2,,,,,,,,,,type 1,1
ppl_389692,act2_1069941,2023-01-10,type 5,,,,,,,,,,type 4012,0
ppl_350232,act2_3634835,2022-10-15,type 5,,,,,,,,,,type 433,0
ppl_253029,act2_3397528,2023-06-10,type 2,,,,,,,,,,type 1,0
ppl_19094,act2_3588859,2022-11-10,type 5,,,,,,,,,,type 1141,0
ppl_4365,act2_4306360,2023-05-26,type 3,,,,,,,,,,type 61,0
ppl_370270,act2_2593828,2022-10-23,type 3,,,,,,,,,,type 23,0
ppl_257017,act2_2976547,2022-09-24,type 2,,,,,,,,,,type 1,0
ppl_277968,act2_2701171,2022-11-30,type 2,,,,,,,,,,type 1,0
ppl_270306,act2_2368027,2023-02-08,type 4,,,,,,,,,,type 503,1
ppl_338533,act2_4581521,2023-03-07,type 4,,,,,,,,,,type 650,0
ppl_249295,act2_711869,2022-10-16,type 5,,,,,,,,,,type 433,0
ppl_101978,act2_954343,2023-07-04,type 4,,,,,,,,,,type 1145,0
ppl_95760,act2_812988,2023-07-29,type 2,,,,,,,,,,type 1,0
ppl_388565,act2_3415685,2022-09-16,type 5,,,,,,,,,,type 600,1
ppl_337184,act2_2230063,2023-07-16,type 3,,,,,,,,,,type 8,0
ppl_153281,act2_868125,2022-11-12,type 2,,,,,,,,,,type 1,0
ppl_111956,act2_3939476,2022-11-03,type 5,,,,,,,,,,type 649,0
ppl_303112,act1_201242,2023-08-31,type 1,type 8,type 16,type 7,type 3,type 2,type 2,type 3,type 4,type 7,,0
ppl_290481,act2_358956,2023-07-19,type 3,,,,,,,,,,type 2,0
ppl_332421,act2_2551240,2022-09-15,type 5,,,,,,,,,,type 148,1
ppl_386642,act2_1674747,2022-07-26,type 2,,,,,,,,,,type 1,1
ppl_11520,act2_511691,2023-03-09,type 2,,,,,,,,,,type 1,0
ppl_258875,act2_3482546,2022-07-21,type 2,,,,,,,,,,type 1,1
ppl_263810,act2_3212868,2022-10-14,type 4,,,,,,,,,,type 518,1
ppl_105739,act2_3899581,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_54699,act2_4300663,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_133985,act2_1783288,2022-09-16,type 5,,,,,,,,,,type 1967,1
ppl_315129,act2_444049,2022-09-16,type 5,,,,,,,,,,type 6998,1
ppl_381891,act2_3823464,2022-08-26,type 2,,,,,,,,,,type 1,1
ppl_12932,act2_2326472,2022-10-04,type 2,,,,,,,,,,type 1,1
ppl_304937,act2_3050342,2022-12-29,type 2,,,,,,,,,,type 1,0
ppl_228774,act2_4299666,2022-10-15,type 5,,,,,,,,,,type 433,1
ppl_372795,act2_1351409,2023-02-21,type 3,,,,,,,,,,type 2,1
ppl_89482,act2_2166422,2023-05-01,type 3,,,,,,,,,,type 8,1
ppl_142553,act2_1690916,2022-11-23,type 2,,,,,,,,,,type 1,1
ppl_332865,act2_2096205,2022-09-22,type 2,,,,,,,,,,type 1,1
ppl_179407,act2_3544644,2023-03-28,type 3,,,,,,,,,,type 2,0
ppl_88961,act2_2899289,2023-08-02,type 4,,,,,,,,,,type 2089,0
ppl_202060,act2_4041482,2022-09-08,type 2,,,,,,,,,,type 1,1
ppl_196274,act2_354622,2022-10-11,type 2,,,,,,,,,,type 1,1
ppl_189670,act2_447699,2023-04-01,type 3,,,,,,,,,,type 2,1
ppl_7147,act2_2338093,2022-11-11,type 5,,,,,,,,,,type 1159,0
ppl_230977,act2_844760,2023-02-24,type 3,,,,,,,,,,type 2,0
ppl_199120,act1_158895,2022-08-04,type 1,type 29,type 1,type 5,type 4,type 6,type 1,type 1,type 3,type 3,,1
ppl_67727,act1_194976,2023-01-20,type 1,type 5,type 2,type 1,type 3,type 1,type 3,type 4,type 4,type 17,,1
ppl_29090,act2_589101,2022-08-02,type 2,,,,,,,,,,type 1,0
ppl_370270,act2_885837,2022-10-22,type 3,,,,,,,,,,type 23,0
ppl_24452,act2_1602167,2023-04-05,type 2,,,,,,,,,,type 1,0
ppl_294918,act2_1456621,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_89209,act2_4329217,2022-09-29,type 5,,,,,,,,,,type 1100,0
ppl_265353,act2_4588271,2022-10-20,type 2,,,,,,,,,,type 1,0
ppl_214199,act2_798926,2022-08-18,type 5,,,,,,,,,,type 7550,1
ppl_136358,act2_3231009,2022-09-17,type 5,,,,,,,,,,type 457,1
ppl_302160,act2_707458,2023-06-03,type 2,,,,,,,,,,type 1,0
ppl_331959,act2_3936671,2022-12-22,type 4,,,,,,,,,,type 1092,0
ppl_247809,act2_2636931,2022-10-11,type 2,,,,,,,,,,type 1,0
ppl_190680,act2_3014533,2023-01-30,type 3,,,,,,,,,,type 52,1
ppl_298910,act2_2051821,2023-02-09,type 4,,,,,,,,,,type 297,1
ppl_390971,act1_212590,2022-09-14,type 1,type 2,type 5,type 5,type 3,type 6,type 1,type 1,type 4,type 8,,1
ppl_158686,act2_1822310,2022-10-29,type 2,,,,,,,,,,type 1,1
ppl_262107,act2_3892938,2022-09-15,type 5,,,,,,,,,,type 373,0
ppl_203851,act2_4481430,2023-02-07,type 2,,,,,,,,,,type 1,0
ppl_39044,act2_2950225,2023-02-02,type 4,,,,,,,,,,type 503,0
ppl_356550,act1_276144,2022-10-20,type 1,type 5,type 1,type 5,type 4,type 6,type 1,type 1,type 12,type 13,,1
ppl_48521,act2_2651682,2022-08-22,type 2,,,,,,,,,,type 1,0
ppl_10827,act2_1653844,2022-09-15,type 5,,,,,,,,,,type 1785,1
ppl_311555,act2_2378145,2023-06-13,type 2,,,,,,,,,,type 1,1
ppl_316650,act2_2567847,2023-02-12,type 3,,,,,,,,,,type 61,0
ppl_48148,act2_3109432,2023-04-07,type 2,,,,,,,,,,type 1,1
ppl_185931,act2_1209416,2023-06-09,type 2,,,,,,,,,,type 1,0
ppl_386724,act2_2738307,2023-06-17,type 2,,,,,,,,,,type 1,1
ppl_321044,act2_539008,2022-11-17,type 5,,,,,,,,,,type 489,1
ppl_31917,act2_947917,2023-03-29,type 3,,,,,,,,,,type 2,1
ppl_88238,act2_508259,2022-07-29,type 2,,,,,,,,,,type 1,1
ppl_105739,act2_592779,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_368052,act1_13233,2023-06-17,type 1,type 12,type 1,type 1,type 3,type 1,type 3,type 2,type 1,type 6,,0
ppl_42784,act2_4070975,2022-10-23,type 5,,,,,,,,,,type 481,0
ppl_21508,act2_2225958,2023-01-10,type 2,,,,,,,,,,type 1,0
ppl_220969,act2_2951986,2023-01-05,type 3,,,,,,,,,,type 61,1
ppl_255373,act2_783067,2023-01-13,type 2,,,,,,,,,,type 1,0
ppl_294918,act2_2628129,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_284371,act2_4559332,2022-11-26,type 5,,,,,,,,,,type 452,1
ppl_16279,act2_2937972,2022-08-29,type 2,,,,,,,,,,type 1,1
ppl_397279,act2_5742,2023-02-20,type 5,,,,,,,,,,type 2487,0
ppl_251314,act2_1564195,2022-08-12,type 2,,,,,,,,,,type 1,1
ppl_105368,act2_474931,2023-06-23,type 3,,,,,,,,,,type 2,0
ppl_58076,act2_4640485,2023-03-01,type 4,,,,,,,,,,type 4803,1
ppl_314254,act1_234224,2023-06-06,type 1,type 26,type 9,type 6,type 6,type 4,type 1,type 1,type 7,type 4,,0
ppl_132226,act2_4621766,2022-11-12,type 5,,,,,,,,,,type 3867,0
ppl_369872,act2_572842,2023-05-24,type 2,,,,,,,,,,type 1,1
ppl_308630,act2_4706109,2023-07-21,type 5,,,,,,,,,,type 1576,0
ppl_370270,act2_4774553,2022-10-22,type 3,,,,,,,,,,type 23,0
ppl_315164,act2_993045,2023-01-13,type 2,,,,,,,,,,type 1,1
ppl_300409,act2_456092,2022-11-01,type 4,,,,,,,,,,type 123,0
ppl_396858,act2_2972992,2022-09-17,type 5,,,,,,,,,,type 1885,1
ppl_56763,act2_3017706,2022-10-29,type 2,,,,,,,,,,type 1,0
ppl_396808,act2_4517,2022-11-24,type 2,,,,,,,,,,type 1,1
ppl_151777,act2_2237416,2023-05-09,type 3,,,,,,,,,,type 2,0
ppl_201923,act2_4652275,2022-08-04,type 4,,,,,,,,,,type 1384,0
ppl_319697,act2_1729845,2022-07-30,type 2,,,,,,,,,,type 1,0
ppl_48723,act2_4380242,2023-04-02,type 3,,,,,,,,,,type 2,1
ppl_145521,act2_3003009,2022-11-13,type 5,,,,,,,,,,type 585,0
ppl_48365,act2_3242603,2023-08-22,type 2,,,,,,,,,,type 1,0
ppl_252097,act2_2717243,2023-04-22,type 3,,,,,,,,,,type 2,1
ppl_294918,act2_875648,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_281251,act2_3701658,2022-10-23,type 5,,,,,,,,,,type 481,0
ppl_261050,act2_131678,2022-09-22,type 2,,,,,,,,,,type 1,0
ppl_22892,act2_3449599,2022-11-26,type 5,,,,,,,,,,type 452,0
ppl_62176,act1_401178,2022-09-14,type 1,type 2,type 5,type 5,type 3,type 6,type 1,type 1,type 4,type 8,,1
ppl_303826,act2_4057891,2023-07-06,type 2,,,,,,,,,,type 1,1
ppl_263294,act2_446348,2023-01-12,type 3,,,,,,,,,,type 3,0
ppl_355957,act2_538269,2022-10-17,type 5,,,,,,,,,,type 1069,0
ppl_229267,act2_1334359,2023-01-13,type 5,,,,,,,,,,type 1777,0
ppl_105739,act2_361207,2022-09-28,type 3,,,,,,,,,,type 23,0
ppl_264200,act1_240366,2023-07-08,type 1,type 5,type 2,type 2,type 3,type 5,type 3,type 3,type 4,type 17,,0
ppl_202176,act2_24657,2023-07-11,type 2,,,,,,,,,,type 1,1
ppl_15904,act2_4438129,2023-05-12,type 3,,,,,,,,,,type 2,0
ppl_11787,act2_2392503,2022-11-05,type 5,,,,,,,,,,type 450,1
ppl_386402,act2_2512362,2023-05-10,type 2,,,,,,,,,,type 1,1
ppl_218901,act2_1256258,2023-08-01,type 3,,,,,,,,,,type 8,0
ppl_19606,act2_2573902,2022-10-24,type 2,,,,,,,,,,type 1,1
ppl_138578,act2_3194582,2022-08-01,type 2,,,,,,,,,,type 1,0
ppl_112980,act2_3979190,2022-11-22,type 4,,,,,,,,,,type 32,0
ppl_240601,act2_1385271,2022-11-09,type 5,,,,,,,,,,type 420,1
ppl_278030,act2_4083238,2023-02-27,type 2,,,,,,,,,,type 1,0
ppl_250782,act2_248512,2023-01-26,type 2,,,,,,,,,,type 1,0
ppl_314849,act2_1571611,2023-02-17,type 3,,,,,,,,,,type 61,1
ppl_370270,act2_1754199,2022-10-23,type 3,,,,,,,,,,type 23,0
ppl_106494,act2_3771577,2023-03-30,type 4,,,,,,,,,,type 715,1
ppl_174312,act2_197479,2023-04-20,type 3,,,,,,,,,,type 2,0
ppl_98829,act2_4431513,2022-12-23,type 4,,,,,,,,,,type 6,0
ppl_21508,act2_4321703,2023-01-05,type 2,,,,,,,,,,type 1,0
ppl_236772,act2_3196941,2023-06-09,type 2,,,,,,,,,,type 1,1
ppl_45579,act2_2623393,2023-05-23,type 2,,,,,,,,,,type 1,0
ppl_55403,act2_2850603,2022-07-23,type 2,,,,,,,,,,type 1,1
ppl_185374,act2_710579,2023-05-24,type 2,,,,,,,,,,type 1,0
ppl_360955,act2_2731391,2023-02-02,type 4,,,,,,,,,,type 503,1
ppl_213345,act1_143,2022-12-16,type 1,type 5,type 2,type 6,type 3,type 1,type 3,type 2,type 5,type 5,,0
ppl_45024,act2_512663,2023-02-16,type 5,,,,,,,,,,type 524,0
ppl_339839,act2_3032475,2023-06-03,type 4,,,,,,,,,,type 7226,1
ppl_105739,act2_3625884,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_234939,act2_4543619,2022-08-25,type 2,,,,,,,,,,type 1,0
ppl_236014,act2_2845256,2022-10-20,type 5,,,,,,,,,,type 104,0
ppl_63603,act2_2463485,2022-10-02,type 5,,,,,,,,,,type 396,1
ppl_53687,act1_158011,2022-11-11,type 1,type 10,type 12,type 5,type 6,type 6,type 1,type 1,type 3,type 3,,0
ppl_385631,act2_83273,2023-06-23,type 3,,,,,,,,,,type 2,1
ppl_53847,act2_73881,2023-02-23,type 2,,,,,,,,,,type 1,0
ppl_358026,act2_3691646,2022-12-23,type 2,,,,,,,,,,type 1,0
ppl_27787,act1_297220,2023-03-21,type 1,type 1,type 2,type 2,type 2,type 3,type 1,type 1,type 2,type 17,,1
ppl_355360,act2_4227115,2023-04-21,type 2,,,,,,,,,,type 1,1
ppl_147930,act2_331337,2022-09-02,type 2,,,,,,,,,,type 1,0
ppl_325553,act2_3180643,2022-11-06,type 5,,,,,,,,,,type 4251,0
ppl_285418,act2_2748851,2023-07-01,type 3,,,,,,,,,,type 52,0
ppl_105739,act2_3429313,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_129243,act2_1286178,2023-01-21,type 4,,,,,,,,,,type 45,0
ppl_260898,act2_3781114,2022-10-24,type 5,,,,,,,,,,type 481,1
ppl_284663,act2_348367,2023-05-04,type 3,,,,,,,,,,type 8,0
ppl_281288,act2_4673987,2022-12-28,type 5,,,,,,,,,,type 5492,0
ppl_208518,act2_1215964,2022-09-08,type 2,,,,,,,,,,type 1,0
ppl_225621,act2_3015448,2022-08-16,type 2,,,,,,,,,,type 1,1
ppl_262950,act2_1466437,2022-07-23,type 3,,,,,,,,,,type 145,0
ppl_14285,act2_4193165,2022-11-29,type 4,,,,,,,,,,type 1818,1
ppl_372461,act2_1524071,2023-06-23,type 2,,,,,,,,,,type 1,0
ppl_370270,act2_3797899,2022-10-22,type 3,,,,,,,,,,type 23,0
ppl_165900,act2_3137765,2023-03-21,type 2,,,,,,,,,,type 1,1
ppl_372923,act2_3029514,2023-08-02,type 2,,,,,,,,,,type 1,0
ppl_179496,act1_85412,2022-08-27,type 1,type 21,type 2,type 5,type 5,type 6,type 1,type 1,type 4,type 1,,0
ppl_245571,act2_2799088,2022-09-23,type 5,,,,,,,,,,type 899,0
ppl_105739,act2_1273990,2022-09-28,type 3,,,,,,,,,,type 23,0
ppl_110945,act2_149937,2023-08-26,type 3,,,,,,,,,,type 61,1
ppl_62604,act2_3397684,2022-10-27,type 2,,,,,,,,,,type 1,1
ppl_179706,act2_226659,2022-09-01,type 2,,,,,,,,,,type 1,1
ppl_39355,act1_236622,2023-03-21,type 1,type 22,type 15,type 4,type 3,type 2,type 2,type 3,type 4,type 15,,0
ppl_374658,act1_100396,2022-09-06,type 1,type 12,type 9,type 5,type 3,type 3,type 2,type 1,type 7,type 4,,1
ppl_105739,act2_984126,2022-09-28,type 3,,,,,,,,,,type 23,0
ppl_131671,act2_2390450,2022-11-17,type 2,,,,,,,,,,type 1,0
ppl_335880,act2_205025,2023-04-19,type 2,,,,,,,,,,type 1,0
ppl_196415,act2_127535,2023-02-11,type 5,,,,,,,,,,type 1305,0
ppl_260046,act2_679409,2023-01-11,type 4,,,,,,,,,,type 350,0
ppl_366401,act2_2270611,2022-08-26,type 2,,,,,,,,,,type 1,0
ppl_265578,act2_3740415,2022-10-12,type 3,,,,,,,,,,type 23,0
ppl_155564,act2_866512,2022-08-24,type 2,,,,,,,,,,type 1,0
ppl_149563,act1_139036,2023-03-18,type 1,type 2,type 2,type 1,type 3,type 2,type 2,type 3,type 4,type 7,,1
ppl_111912,act2_3322869,2023-07-29,type 4,,,,,,,,,,type 308,1
ppl_234621,act2_4453239,2022-12-27,type 2,,,,,,,,,,type 1,0
ppl_101119,act2_1933114,2022-12-22,type 5,,,,,,,,,,type 3957,0
ppl_86060,act2_1365341,2022-09-16,type 5,,,,,,,,,,type 871,1
ppl_278617,act2_2153130,2023-03-22,type 5,,,,,,,,,,type 3111,0
ppl_256689,act2_2084222,2022-08-26,type 4,,,,,,,,,,type 230,0
ppl_64352,act2_3541557,2023-02-24,type 4,,,,,,,,,,type 1570,1
ppl_105739,act2_3570579,2022-09-27,type 3,,,,,,,,,,type 23,0
ppl_286008,act2_4602313,2023-07-10,type 5,,,,,,,,,,type 562,0
ppl_92270,act2_2674384,2023-08-15,type 4,,,,,,,,,,type 539,0
ppl_360402,act2_3369636,2023-02-02,type 2,,,,,,,,,,type 1,0
ppl_273943,act2_1296698,2023-04-21,type 2,,,,,,,,,,type 1,1
ppl_117457,act2_3742155,2023-03-23,type 4,,,,,,,,,,type 380,0
ppl_111352,act2_1893678,2023-01-28,type 2,,,,,,,,,,type 1,0
ppl_179010,act2_1248394,2023-08-22,type 2,,,,,,,,,,type 1,1
ppl_54699,act2_1366503,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_64887,act2_1614872,2022-09-22,type 3,,,,,,,,,,type 23,1
ppl_117950,act2_2928939,2023-01-11,type 2,,,,,,,,,,type 1,1
ppl_370270,act2_4710145,2022-10-24,type 3,,,,,,,,,,type 23,0
ppl_105739,act2_2705575,2022-09-28,type 3,,,,,,,,,,type 23,0
ppl_70941,act2_4630691,2023-03-07,type 4,,,,,,,,,,type 1081,1
ppl_53360,act2_2247758,2023-01-06,type 4,,,,,,,,,,type 1364,1
ppl_334569,act2_998549,2022-10-15,type 5,,,,,,,,,,type 4935,0
ppl_226103,act2_4027778,2022-10-15,type 5,,,,,,,,,,type 4956,1
ppl_254952,act2_3424310,2022-09-29,type 2,,,,,,,,,,type 1,1
ppl_230541,act2_2682907,2022-09-17,type 2,,,,,,,,,,type 1,0
ppl_89926,act1_183794,2022-12-16,type 1,type 5,type 2,type 6,type 3,type 1,type 3,type 2,type 5,type 5,,1
ppl_58832,act2_4432763,2022-09-08,type 2,,,,,,,,,,type 1,0
ppl_296380,act2_4352641,2022-10-09,type 5,,,,,,,,,,type 1099,1
ppl_45102,act2_1913448,2023-02-19,type 3,,,,,,,,,,type 2,1
ppl_294918,act2_1657621,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_225876,act2_2805165,2022-07-28,type 5,,,,,,,,,,type 1501,1
ppl_241667,act2_797408,2023-08-08,type 4,,,,,,,,,,type 282,1
ppl_56030,act2_79932,2022-09-17,type 2,,,,,,,,,,type 1,0
ppl_105739,act2_1251382,2022-09-28,type 3,,,,,,,,,,type 23,0
ppl_173796,act2_2680718,2023-05-26,type 2,,,,,,,,,,type 1,0
ppl_53195,act2_254128,2022-09-21,type 5,,,,,,,,,,type 170,0
ppl_268705,act2_1508854,2023-05-25,type 2,,,,,,,,,,type 1,0
ppl_332865,act2_3430835,2022-09-24,type 5,,,,,,,,,,type 1732,1
ppl_59154,act2_1355680,2022-11-18,type 2,,,,,,,,,,type 1,0
ppl_280052,act2_3876728,2023-06-17,type 2,,,,,,,,,,type 1,1
ppl_319042,act2_2701961,2023-02-21,type 5,,,,,,,,,,type 643,1
ppl_29868,act1_384555,2022-11-17,type 1,type 12,type 1,type 5,type 4,type 6,type 1,type 1,type 8,type 12,,1
ppl_300717,act2_4534316,2023-03-31,type 2,,,,,,,,,,type 1,0
ppl_254749,act2_3644167,2023-08-10,type 2,,,,,,,,,,type 1,0
ppl_39148,act2_874949,2023-04-26,type 3,,,,,,,,,,type 3,0
ppl_295013,act2_1548531,2023-01-18,type 5,,,,,,,,,,type 596,0
ppl_293988,act1_114002,2022-09-14,type 1,type 2,type 5,type 5,type 3,type 6,type 1,type 1,type 4,type 8,,1
ppl_240649,act2_2328202,2022-10-01,type 2,,,,,,,,,,type 1,0
ppl_363042,act2_3743488,2023-08-23,type 2,,,,,,,,,,type 1,0
ppl_52786,act2_173839,2022-11-26,type 5,,,,,,,,,,type 452,0
ppl_93786,act2_1897241,2023-07-20,type 2,,,,,,,,,,type 1,0
ppl_192235,act2_3475124,2023-01-26,type 2,,,,,,,,,,type 1,0
ppl_387938,act2_1798357,2022-10-04,type 2,,,,,,,,,,type 1,1
ppl_189166,act2_3172581,2022-09-30,type 2,,,,,,,,,,type 1,0
ppl_354879,act2_2874177,2023-04-05,type 4,,,,,,,,,,type 902,1
ppl_28310,act2_171782,2022-09-30,type 5,,,,,,,,,,type 248,0
ppl_54699,act2_3719759,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_272899,act2_4704635,2022-12-23,type 5,,,,,,,,,,type 5518,0
ppl_269601,act2_3170582,2022-11-06,type 5,,,,,,,,,,type 649,0
ppl_137045,act2_1993823,2023-04-07,type 2,,,,,,,,,,type 1,1
ppl_358298,act2_3544447,2023-06-09,type 3,,,,,,,,,,type 2,1
ppl_215067,act2_4569820,2023-03-02,type 3,,,,,,,,,,type 2,1
ppl_97512,act2_2479891,2023-02-15,type 4,,,,,,,,,,type 167,1
ppl_220436,act2_4384530,2023-03-29,type 3,,,,,,,,,,type 2,0
ppl_263532,act2_1178199,2023-04-21,type 2,,,,,,,,,,type 1,1
ppl_136166,act2_2581949,2023-04-06,type 2,,,,,,,,,,type 1,0
ppl_247868,act2_4579267,2022-08-11,type 2,,,,,,,,,,type 1,0
ppl_206089,act2_1404945,2022-10-06,type 5,,,,,,,,,,type 2771,1
ppl_23501,act2_1348314,2022-10-21,type 2,,,,,,,,,,type 1,1
ppl_297021,act1_336585,2023-04-01,type 1,type 2,type 13,type 4,type 3,type 2,type 2,type 3,type 4,type 10,,1
ppl_39087,act2_4380019,2023-07-01,type 2,,,,,,,,,,type 1,1
ppl_105739,act2_1037960,2022-09-28,type 3,,,,,,,,,,type 23,0
ppl_329871,act2_257098,2022-09-17,type 5,,,,,,,,,,type 708,0
ppl_267193,act1_244437,2023-06-23,type 1,type 1,type 3,type 2,type 1,type 1,type 2,type 1,type 1,type 1,,0
ppl_384836,act2_3114538,2022-07-21,type 2,,,,,,,,,,type 1,0
ppl_315662,act2_3412636,2023-05-04,type 2,,,,,,,,,,type 1,1
ppl_61683,act1_359937,2023-02-23,type 1,type 2,type 5,type 4,type 3,type 6,type 2,type 3,type 4,type 8,,0
ppl_74420,act2_3052041,2022-11-09,type 5,,,,,,,,,,type 7894,1
ppl_104615,act2_2424550,2023-07-01,type 5,,,,,,,,,,type 464,1
ppl_105739,act2_1263203,2022-09-28,type 3,,,,,,,,,,type 23,0
ppl_382879,act2_3852129,2022-07-28,type 4,,,,,,,,,,type 122,0
ppl_1004,act1_230195,2022-08-27,type 1,type 5,type 1,type 5,type 1,type 6,type 1,type 1,type 7,type 4,,1
ppl_210387,act2_3991050,2023-07-01,type 5,,,,,,,,,,type 400,1
ppl_240983,act2_1589524,2023-03-26,type 2,,,,,,,,,,type 1,0
ppl_368258,act2_105306,2023-03-23,type 2,,,,,,,,,,type 1,0
ppl_255688,act2_2383136,2023-02-16,type 2,,,,,,,,,,type 1,1
ppl_43127,act2_3957967,2023-02-11,type 2,,,,,,,,,,type 1,0
ppl_314320,act2_2882263,2022-10-26,type 2,,,,,,,,,,type 1,1
ppl_372718,act2_1418224,2022-12-01,type 2,,,,,,,,,,type 1,0
ppl_299463,act2_2445423,2022-09-15,type 5,,,,,,,,,,type 1207,0
ppl_264446,act2_4395164,2023-06-06,type 3,,,,,,,,,,type 8,0
ppl_53816,act2_2025093,2022-11-04,type 5,,,,,,,,,,type 841,0
ppl_18502,act2_346254,2023-03-04,type 2,,,,,,,,,,type 1,0
ppl_248234,act2_2475625,2023-01-13,type 2,,,,,,,,,,type 1,0
ppl_272190,act2_4185752,2023-03-31,type 4,,,,,,,,,,type 1832,0
ppl_109020,act2_745297,2022-08-19,type 3,,,,,,,,,,type 3,0
ppl_203505,act2_4354883,2022-07-21,type 2,,,,,,,,,,type 1,1
ppl_10203,act2_4685413,2022-08-05,type 2,,,,,,,,,,type 1,1
ppl_186395,act2_4765332,2022-12-21,type 5,,,,,,,,,,type 8388,1
ppl_108922,act2_2297403,2023-02-02,type 5,,,,,,,,,,type 596,0
ppl_314925,act2_2891571,2023-02-15,type 3,,,,,,,,,,type 197,0
ppl_324140,act2_363911,2022-09-14,type 2,,,,,,,,,,type 1,1
ppl_187614,act2_1408799,2023-05-10,type 3,,,,,,,,,,type 2,0
ppl_53368,act2_1068220,2022-11-11,type 5,,,,,,,,,,type 1646,0
ppl_36356,act2_452196,2023-06-13,type 3,,,,,,,,,,type 8,0
ppl_36839,act2_2988768,2022-10-12,type 3,,,,,,,,,,type 23,0
ppl_46852,act2_4206580,2023-03-10,type 2,,,,,,,,,,type 1,1
ppl_198163,act2_3633243,2022-09-15,type 5,,,,,,,,,,type 1639,0
ppl_327968,act2_2282432,2022-11-18,type 4,,,,,,,,,,type 953,1
